0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,gesture
1.0,1.0,0.6451612903225806,0.8775510204081632,0.2903225806451613,0.6530612244897959,0.12903225806451613,0.46938775510204084,0.0,0.3469387755102041,0.9354838709677419,0.24489795918367346,0.5161290322580645,0.0,0.22580645161290322,0.16326530612244897,0.8709677419354839,0.2653061224489796,0.9354838709677419,0.24489795918367346,0.45161290322580644,0.02040816326530612,0.22580645161290322,0.20408163265306123,0.2903225806451613,0.3877551020408163,0.9032258064516129,0.30612244897959184,0.4838709677419355,0.20408163265306123,0.2903225806451613,0.3469387755102041,0.3548387096774194,0.5102040816326531,0.8709677419354839,0.3673469387755102,0.5806451612903226,0.3673469387755102,0.41935483870967744,0.42857142857142855,0.41935483870967744,0.5102040816326531,0
0.5652173913043478,1.0,0.782608695652174,0.7413793103448276,0.8695652173913043,0.4827586206896552,1.0,0.22413793103448276,0.8695652173913043,0.08620689655172414,0.13043478260869565,0.3793103448275862,0.13043478260869565,0.1206896551724138,0.5217391304347826,0.0,0.782608695652174,0.1896551724137931,0.0,0.41379310344827586,0.13043478260869565,0.0,0.6086956521739131,0.0,0.8695652173913043,0.13793103448275862,0.0,0.4482758620689655,0.13043478260869565,0.0,0.6086956521739131,0.034482758620689655,0.782608695652174,0.1724137931034483,0.13043478260869565,0.5,0.21739130434782608,0.13793103448275862,0.5217391304347826,0.06896551724137931,0.6956521739130435,0.1896551724137931,0
0.6071428571428571,1.0,0.4642857142857143,0.819672131147541,0.2857142857142857,0.5901639344262295,0.8571428571428571,0.3442622950819672,1.0,0.21311475409836064,0.0,0.5081967213114754,0.07142857142857142,0.06557377049180328,0.2857142857142857,0.01639344262295082,0.5357142857142857,0.0,0.14285714285714285,0.47540983606557374,0.21428571428571427,0.08196721311475409,0.5,0.03278688524590164,0.6785714285714286,0.03278688524590164,0.35714285714285715,0.5081967213114754,0.35714285714285715,0.14754098360655737,0.6071428571428571,0.08196721311475409,0.75,0.04918032786885246,0.6785714285714286,0.5081967213114754,0.75,0.29508196721311475,0.75,0.14754098360655737,0.7857142857142857,0.14754098360655737,0
0.5714285714285714,1.0,0.42857142857142855,0.8194444444444444,0.6857142857142857,0.5277777777777778,0.8857142857142857,0.375,1.0,0.2638888888888889,0.0,0.3888888888888889,0.42857142857142855,0.1527777777777778,0.6857142857142857,0.027777777777777776,0.9428571428571428,0.20833333333333334,0.05714285714285714,0.3888888888888889,0.37142857142857144,0.0,0.7428571428571429,0.0,0.9428571428571428,0.2361111111111111,0.2,0.3888888888888889,0.42857142857142855,0.027777777777777776,0.7428571428571429,0.027777777777777776,0.9428571428571428,0.18055555555555555,0.4,0.3888888888888889,0.5428571428571428,0.1111111111111111,0.7428571428571429,0.06944444444444445,0.9428571428571428,0.18055555555555555,0
0.0,1.0,0.38095238095238093,0.7916666666666666,0.5714285714285714,0.625,0.9285714285714286,0.3333333333333333,1.0,0.2777777777777778,0.07142857142857142,0.19444444444444445,0.47619047619047616,0.0,0.7619047619047619,0.09722222222222222,0.8095238095238095,0.18055555555555555,0.09523809523809523,0.25,0.5,0.06944444444444445,0.7857142857142857,0.18055555555555555,0.8809523809523809,0.3055555555555556,0.14285714285714285,0.3055555555555556,0.47619047619047616,0.1527777777777778,0.7857142857142857,0.25,0.8809523809523809,0.3611111111111111,0.21428571428571427,0.3888888888888889,0.5714285714285714,0.2777777777777778,0.7619047619047619,0.3333333333333333,0.8809523809523809,0.4166666666666667,0
0.3055555555555556,1.0,0.6388888888888888,0.5555555555555556,0.75,0.3333333333333333,0.8611111111111112,0.12962962962962962,0.9444444444444444,0.0,0.08333333333333333,0.2962962962962963,0.4444444444444444,0.037037037037037035,0.6666666666666666,0.0,0.8055555555555556,0.1111111111111111,0.0,0.35185185185185186,0.4722222222222222,0.09259259259259259,0.8333333333333334,0.14814814814814814,1.0,0.2962962962962963,0.08333333333333333,0.5185185185185185,0.5,0.12962962962962962,0.8055555555555556,0.18518518518518517,0.9444444444444444,0.3148148148148148,0.25,0.48148148148148145,0.4444444444444444,0.0,0.6666666666666666,0.0,0.75,0.07407407407407407,0
0.21212121212121213,1.0,0.21212121212121213,0.7924528301886793,0.3333333333333333,0.4716981132075472,0.6060606060606061,0.18867924528301888,1.0,0.20754716981132076,0.0,0.33962264150943394,0.3333333333333333,0.0,0.6060606060606061,0.018867924528301886,0.7272727272727273,0.09433962264150944,0.0,0.33962264150943394,0.3333333333333333,0.0,0.7272727272727273,0.1320754716981132,0.8181818181818182,0.24528301886792453,0.09090909090909091,0.37735849056603776,0.45454545454545453,0.09433962264150944,0.7272727272727273,0.16981132075471697,0.8484848484848485,0.3018867924528302,0.2727272727272727,0.4339622641509434,0.5151515151515151,0.20754716981132076,0.7272727272727273,0.2641509433962264,0.8181818181818182,0.33962264150943394,0
0.8823529411764706,1.0,0.8823529411764706,0.8333333333333334,1.0,0.5833333333333334,1.0,0.38333333333333336,0.8823529411764706,0.2,0.23529411764705882,0.5,0.11764705882352941,0.25,0.5294117647058824,0.11666666666666667,0.8823529411764706,0.03333333333333333,0.0,0.55,0.11764705882352941,0.18333333333333332,0.5294117647058824,0.06666666666666667,0.9411764705882353,0.0,0.0,0.5333333333333333,0.11764705882352941,0.21666666666666667,0.5294117647058824,0.1,0.8823529411764706,0.016666666666666666,0.11764705882352941,0.5,0.23529411764705882,0.2833333333333333,0.35294117647058826,0.15,0.6470588235294118,0.06666666666666667,0
0.2903225806451613,1.0,0.2903225806451613,0.8148148148148148,0.2903225806451613,0.4444444444444444,0.8709677419354839,0.5,1.0,0.35185185185185186,0.0,0.35185185185185186,0.22580645161290322,0.0,0.5161290322580645,0.0,0.6451612903225806,0.037037037037037035,0.03225806451612903,0.37037037037037035,0.2903225806451613,0.0,0.6451612903225806,0.037037037037037035,0.7741935483870968,0.1111111111111111,0.12903225806451613,0.3888888888888889,0.4838709677419355,0.12962962962962962,0.7096774193548387,0.1111111111111111,0.8387096774193549,0.14814814814814814,0.2903225806451613,0.42592592592592593,0.5161290322580645,0.16666666666666666,0.7096774193548387,0.14814814814814814,0.8709677419354839,0.16666666666666666,0
0.375,1.0,0.625,0.8392857142857143,0.8333333333333334,0.625,0.9583333333333334,0.42857142857142855,1.0,0.3392857142857143,0.08333333333333333,0.32142857142857145,0.375,0.03571428571428571,0.7916666666666666,0.19642857142857142,0.875,0.32142857142857145,0.0,0.3392857142857143,0.375,0.0,0.7916666666666666,0.10714285714285714,0.875,0.375,0.08333333333333333,0.375,0.4583333333333333,0.07142857142857142,0.7916666666666666,0.14285714285714285,0.875,0.3392857142857143,0.25,0.42857142857142855,0.5416666666666666,0.19642857142857142,0.7916666666666666,0.21428571428571427,0.875,0.30357142857142855,0
